state,year,stateid,vio,mur,rap,aga,bur,auto,shall,density,rpcpi,rpcui,rpcim,pbm1019,pbm2029,pwm1019,pwm2029
Alabama,1994,1,683.6691159042427,11.874851860630482,35.245318795923204,465.3472386821521,1044.41810855653,331.832187722209,1,83.40785217285156,12588.39453125,33.06342697143555,239.54116821289062,2.4170055389404297,1.905094861984253,4.890992641448975,5.2853498458862305
Alabama,1995,1,632.3536327298378,11.168586879849519,31.742299553256522,403.6915118739713,1024.8295320949917,346.60239830707735,1,83.99436950683594,12828.740234375,30.839895248413086,245.40682983398438,2.41143536567688,1.9047179222106934,4.886796951293945,5.165796279907227
Alabama,1996,1,565.387315703253,10.390826117481863,32.69365785162649,355.5815586239176,1002.1296512988532,365.83196817224433,1,84.53962707519531,12903.123046875,33.779476165771484,252.3900604248047,2.388563632965088,1.9041566848754883,4.867724418640137,5.084580421447754
Alabama,1997,1,564.4593655938875,9.863394304237092,32.32229682796944,361.7967122018986,1013.7994906228292,356.7260940032415,1,85.12835693359375,13157.6328125,31.15264892578125,250.46728515625,2.375886917114258,1.916588306427002,4.8406805992126465,5.0052995681762695
Alabama,1998,1,512.0863970588235,8.134191176470589,33.15716911764706,339.86672794117646,964.2693014705883,341.7049632352941,1,85.73438262939453,13630.0615234375,31.28834342956543,247.85276794433594,2.347555160522461,1.9258167743682861,4.778470039367676,4.95320987701416
Alabama,1999,1,490.1985463156502,7.894986157457604,34.62351900357494,326.46339861533386,884.4215217780333,300.5586904117338,1,86.105316162109375,13782.11328125,30.612245559692383,247.29891967773438,2.327876567840576,1.9411139488220215,4.714656829833984,4.863243103027344
Alabama,2000,1,486.159519686987,7.398079647410673,33.32508825976479,317.21796226754515,906.9056238897258,288.03040183490367,1,87.64005279541016,13976.1904296875,30.778165817260742,240.41812133789062,2.3568050861358643,1.844236135482788,4.865143775939941,4.747698783874512
Alabama,2001,1,438.1827165090743,8.480811436877701,30.633854504183567,274.1159369439362,909.4383599408536,282.372980269023,1,88.0426025390625,14156.9736328125,41.21965026855469,243.9299774169922,2.3671140670776367,1.8518526554107666,4.829894065856934,4.671286582946777
Alabama,2002,1,444.9980530916547,6.765059961204726,37.152012460213406,267.96782064151523,950.6360495979367,310.12106554829586,1,88.288055419921875,14320.177734375,52.251251220703125,275.1528625488281,2.3708009719848633,1.8528649806976318,4.8078508377075195,4.623658180236816
Alabama,2003,1,429.2223816457751,6.638947396000557,36.769554808618466,251.74710894934552,960.2049503011507,332.1027966621415,1,88.74922943115234,14489.130859375,49.456520080566406,293.478271484375,2.369050979614258,1.8725917339324951,4.791283130645752,4.610556602478027
Alabama,2004,1,427.0143358285225,5.612794519791177,38.49404745463083,249.39369665497335,987.0121260669005,309.8969698643759,1,89.28600311279297,14958.1787109375,33.35097885131836,308.62890625,2.3702588081359863,1.876298427581787,4.773911476135254,4.585994720458984
Alabama,2005,1,432.64259583798616,8.222803681441551,34.386269940573754,248.28909618855462,955.8019904901297,288.8974341554598,1,90.05606842041016,15197.64453125,27.649768829345703,324.6287841796875,2.355067729949951,1.890343189239502,4.745235443115234,4.574681282043457
Alabama,2006,1,425.15486961380986,8.30609932964125,35.79015575023429,227.50449551318428,973.6835811029716,326.5471197187233,1,91.22223663330078,15480.1591796875,24.80158805847168,313.98809814453125,2.3441660404205322,1.9079793691635132,4.706608295440674,4.595309257507324
Alabama,2007,1,448.9124649864483,8.90262024425592,33.44965082065088,246.7019789530821,980.5631166604111,307.6589976643587,1,92.08655548095703,15688.08984375,26.043928146362305,339.53564453125,2.3169851303100586,1.9018198251724243,4.678011894226074,4.594015598297119
Alabama,2008,1,452.81966580149725,7.529119028722196,34.70687916943736,253.0084300392544,1081.3402260880755,288.85218473154725,1,92.9805679321289,15768.0107421875,41.337093353271484,420.3378601074219,2.2948341369628906,1.9031174182891846,4.651344299316406,4.585535049438477
Alabama,2009,1,450.10223611232635,6.838393886390917,31.94082113395012,278.2716617806838,1037.3121459219813,235.54231861478777,1,93.76355743408203,15105.0869140625,107.20761108398438,407.85504150390625,2.254652976989746,1.8932781219482422,4.621140480041504,4.57475471496582
Alabama,2010,1,383.7295975823134,5.746644847526885,28.31528643054156,248.02519161926034,887.7834898266624,225.26847802305386,1,94.37664031982422,15459.33203125,111.43926239013672,481.5276794433594,2.2144737243652344,1.882991075515747,4.5912580490112305,4.567511558532715
Alabama,2011,1,419.8,6.2,28.5,282.9,1064.2,222,1,94.6061782836914,15606.2900390625,119.77317810058594,507.16845703125,2.221604585647583,1.8913592100143433,4.600128173828125,4.565974712371826
Alabama,2012,1,450.3,7.1,26.9,312.1,985.6,205,1,94.93535614013672,15735.35546875,132.0041046142578,562.02978515625,2.2241051197052,1.8903177976608276,4.6014790534973145,4.574082851409912
Alabama,2013,1,431,7.2,30,285.2,877.3,218.5,1,95.446014404296875,15959.5869140625,157.03817749023438,554.083251953125,2.2197062969207764,1.8860493898391724,4.611366271972656,4.582877159118652
Alabama,2014,1,427.4,5.7,29.6,283.4,819,209.1,1,95.54606628417969,15848.513671875,155.38723754882812,573.088623046875,2.216660976409912,1.8932552337646484,4.613936424255371,4.586397171020508
Alaska,1977,2,443.2432432432433,10.81081081081081,51.5970515970516,284.029484029484,1331.6953316953318,753.3169533169533,0,0.7122408151626587,20442.244140625,412.541259765625,135.31353759765625,0.30235135555267334,0.6998640298843384,7.552993297576904,10.20844841003418
Alaska,1978,2,441.93548387096774,12.903225806451614,55.583126550868485,282.1339950372208,1339.2059553349875,661.5384615384615,0,0.7145888805389404,19164.111328125,357.3619689941406,134.96932983398438,0.29921579360961914,0.7009061574935913,7.30429744720459,9.986295700073242
Alaska,1979,2,491.1330049261084,13.300492610837438,71.92118226600985,296.30541871921184,1383.2512315270935,616.0098522167488,0,0.7110350131988525,18180.44140625,181.81817626953125,166.6666717529297,0.29501670598983765,0.7058088779449463,7.064286231994629,9.95024299621582
Alaska,1980,2,435.9956559473988,8.86077674932181,56.79985095719109,288.54324286253075,1259.8206942304982,560.9553280532192,0,0.7039729952812195,18173.54296875,155.33981323242188,201.45631408691406,0.2967776954174042,0.6946229338645935,6.873085021972656,9.804783821105957
Alaska,1981,2,615.7766990291262,14.563106796116505,102.18446601941747,384.4660194174757,1329.8543689320388,690.5339805825242,0,0.7331233620643616,18182.619140625,182.61825561523438,207.92079162597656,0.3118368983268738,0.6762440204620361,6.808080673217773,9.411022186279297
Alaska,1982,2,623.744292237443,18.493150684931507,85.38812785388129,386.0730593607306,1188.1278538812785,594.2922374429223,0,0.7876313924789429,19501.5546875,177.2020721435547,165.80311584472656,0.31916478276252747,0.6643520593643188,6.586137771606445,9.086298942565918
Alaska,1983,2,613.7787056367432,13.778705636743215,101.46137787056368,401.46137787056364,1194.1544885177452,643.8413361169102,0,0.8556215167045593,18918.673828125,183.7349395751953,156.6265106201172,0.3224716782569885,0.6488335132598877,6.384119987487793,8.676433563232422
Alaska,1984,2,621.6,11.6,91.60000000000001,409,1236.8,628.8000000000001,0,0.899916410446167,18666.98828125,173.24349975585938,161.69393920898438,0.32392382621765137,0.6305224299430847,6.180638313293457,8.297433853149414
Alaska,1985,2,581.7658349328215,9.78886756238004,77.15930902111324,401.9193857965451,1191.746641074856,606.3339731285988,0,0.932838499546051,18684.015625,198.884765625,180.29739379882812,0.3335273861885071,0.6124058961868286,6.110161781311035,7.844278812408447
Alaska,1986,2,570.4119850187266,8.614232209737827,72.65917602996255,401.123595505618,1161.7977528089887,603.7453183520599,0,0.9534627199172974,17949.818359375,227.1897735595703,184.3065643310547,0.3388036787509918,0.6041141748428345,6.035996913909912,7.530481338500977
Alaska,1987,2,455.42857142857144,10.095238095238095,64.95238095238095,307.23809523809524,970.0952380952381,486.2857142857143,0,0.9447754621505737,16940.140625,139.08450317382812,189.26055908203125,0.3495206832885742,0.5937216281890869,5.998776435852051,7.224045753479004
Alaska,1988,2,522.8070175438596,5.653021442495127,57.69980506822613,386.5497076023392,842.3001949317738,454.9707602339181,0,0.9494598507881165,16777.68359375,101.43702697753906,192.7303466796875,0.3514896333217621,0.5941189527511597,5.817014694213867,7.067063331604004
Alaska,1989,2,497.7229601518027,7.969639468690702,52.94117647058823,369.25996204933585,826.9449715370018,455.0284629981025,0,0.9585272669792175,17358.87109375,83.87096405029297,188.7096710205078,0.35895025730133057,0.60184478759765625,5.697147369384766,7.041018009185791
Alaska,1990,2,524.5044478340784,7.453962690189677,72.9033911894161,367.425819435935,894.2937188547077,565.4103406460949,0,0.9643555879592896,17286.916015625,108.645751953125,192.80795288085938,0.3735175132751465,0.5935420989990234,5.723170280456543,6.8567399978637695
Alaska,1991,2,613.859649122807,7.368421052631579,91.75438596491227,401.57894736842104,979.2982456140352,533.859649122807,0,0.9980703592300415,16954.478515625,129.95594787597656,220.26431274414062,0.37135082483291626,0.5292715430259705,5.850092887878418,6.45244026184082
Alaska,1992,2,660.4770017035775,7.4957410562180575,98.63713798977854,445.31516183986366,880.7495741056218,497.1039182282794,0,1.0292779207229614,16896.650390625,182.4661407470703,247.32716369628906,0.39058175683021545,0.5217409133911133,5.96586799621582,6.146935939788818
Alaska,1993,2,760.7679465776293,9.015025041736227,83.80634390651085,545.5759599332221,816.8614357262103,450.91819699499166,0,1.0466700792312622,16939.79296875,177.16262817382812,256.7474060058594,0.4159177541732788,0.5442274808883667,6.071595668792725,5.883485794067383
Alaska,1994,2,766.3366336633663,6.270627062706271,68.97689768976898,544.8844884488449,800,540.4290429042904,0.25205478072166443,1.053036093711853,16994.6015625,141.025634765625,265.18218994140625,0.3897613286972046,0.4688457250595093,6.167585372924805,5.640467643737793
Alaska,1995,2,770.8609271523179,9.105960264900663,80.2980132450331,526.3245033112582,836.9205298013245,521.6887417218543,1,1.0543001890182495,16914.697265625,106.95538330078125,270.99737548828125,0.3688398599624634,0.418561726808548,6.221885681152344,5.428664207458496
Alaska,1996,2,727.677100494234,7.413509060955518,65.56836902800659,537.7265238879736,843.163097199341,492.9159802306425,1,1.0605645179748535,16685.150390625,107.71192169189453,249.20330810546875,0.3646775484085083,0.4238591194152832,6.335073471069336,5.290138244628906
Alaska,1997,2,701.1494252873563,8.866995073891625,66.17405582922825,519.7044334975369,702.1346469622332,457.14285714285717,1,1.0674512386322021,16945.171875,102.1806869506836,259.1900329589844,0.371029794216156,0.40223634243011475,6.441694736480713,5.258472442626953
Alaska,1998,2,653.9087947882737,6.677524429967426,68.56677524429968,492.0195439739414,667.4267100977199,424.5928338762215,1,1.0786000490188599,17142.9453125,107.9754638671875,246.62576293945312,0.3920644521713257,0.3971033990383148,6.5782952308654785,5.31302547454834
Alaska,1999,2,630.8313155770783,8.393866020984666,83.454398708636,447.61904761904765,611.2994350282486,429.0556900726392,1,1.086130142211914,17129.65234375,117.64705657958984,228.6914825439453,0.3948345184326172,0.4213075041770935,6.712348937988281,5.354156494140625
Alaska,2000,2,566.8876369367013,4.306687168624348,79.27494528912226,405.1476077150313,621.9175285357902,374.84129060248955,1,1.096130132675171,17716.609375,102.7874526977539,254.35540771484375,0.3344855308532715,0.3737241327762604,5.735221862792969,4.867346286773682
Alaska,2001,2,589.4607262913688,6.155011599829554,79.06822593627196,423.1175922857188,607.1366570395973,413.1748812398403,1,1.1079860925674438,18210.615234375,98.24957275390625,254.65838623046875,0.3315375745296478,0.3878721594810486,5.796147346496582,4.871440410614014
Alaska,2002,2,565.4094736874924,5.144337643145092,79.6592889590043,404.37611655510204,609.2142881639703,385.20176715792496,1,1.1230624914169312,18440.244140625,137.8543701171875,269.5942077636719,0.33222436904907227,0.4035264849662781,5.759593486785889,4.969976902008057
Alaska,2003,2,598.0440550379466,6.01591904732523,93.32387240081447,429.90683038193373,597.5812920343062,379.6199173196767,1,1.1336874961853027,18291.84765625,139.67391967773438,272.2826232910156,0.320936918258667,0.3837054669857025,5.632358551025391,5.016239643096924
Alaska,2004,2,632.3023010087343,5.625194791373688,84.83401874558156,473.8846531003185,573.6178364284574,340.55233331559623,1,1.152696132659912,18524.615234375,98.99417877197266,274.74853515625,0.32019487023353577,0.3913324475288391,5.472738742828369,5.242944717407227
Alaska,2005,2,632.3378861460106,4.8247049014478645,81.11535115559221,465.4332509615486,622.8392483712852,391.25341310178766,1,1.1660889387130737,18899.640625,82.4372787475586,281.1059875488281,0.2947764992713928,0.3952344059944153,5.271341323852539,5.394739627838135
Alaska,2006,2,688.0052771944905,5.3727093229938525,76.41186592702368,516.6755465612422,620.1002010288738,378.4775234197892,1,1.1806985139846802,19320.931640625,70.93254089355469,281.74603271484375,0.2909809350967407,0.3838282823562622,5.074914932250977,5.469108581542969
Alaska,2007,2,661.3234076297994,6.2913510017879135,79.73921618545147,490.2864466742163,546.3233637366528,355.97341831046504,1,1.1894370317459106,19926.498046875,64.14522552490234,294.1999206542969,0.29604586958885193,0.40217551589012146,4.931795120239258,5.514920234680176
Alaska,2008,2,652.0538603774189,3.934179716243645,65.13253085781146,489.003967693099,471.6644348696548,237.21646585350572,1,1.2019468545913696,20815.31640625,74.77833557128906,330.2322692871094,0.30300164222717285,0.4173364043235779,4.7144904136657715,5.6509881019592285
Alaska,2009,2,633.3816768865797,3.1497280496168067,73.44593133879191,463.1531927504714,515.4100444827502,241.52687362288876,1,1.221948504447937,19909.38671875,143.56497192382812,331.8774719238281,0.29346325993537903,0.349551796913147,4.582090377807617,5.279906272888184
Alaska,2010,2,635.3042655143346,4.340849070078107,74.63459852747197,473.15254863851374,434.78504395459754,226.70434336956308,1,1.2446197271347046,20063.1953125,173.80856323242188,380.63616943359375,0.28441452980041504,0.397757887840271,4.425179958343506,5.565090656280518
Alaska,2011,2,610.1,4.1,60.2,466.1,394,191.7,1,1.4974124431610107,19882.296875,175.33203125,405.7079772949219,0.2927898168563843,0.40257126092910767,4.428609371185303,5.566287994384766
Alaska,2012,2,604.1,4.1,79.8,433.9,403.9,208.4,1,1.99100923538208,19957.990234375,177.00527954101562,417.61334228515625,0.29675793647766113,0.4018668532371521,4.429983139038086,5.572140216827393
Alaska,2013,2,638.7,4.6,89.1,424.1,395.7,229.9,1,2.4222280979156494,20084.4296875,184.15858459472656,442.99591064453125,0.29288095235824585,0.40937522053718567,4.439122200012207,5.572062015533447
Alaska,2014,2,635.8,5.6,75.3,440.2,427.6,236,1,2.476659059524536,20159.1484375,178.42892456054688,481.29388427734375,0.3002127408981323,0.41708606481552124,4.4410200119018555,5.570770740509033
Arizona,1977,4,494.2073170731707,9.451219512195122,34.23344947735192,312.3257839721254,2346.0801393728225,439.50348432055745,0,21.383010864257812,10915.841796875,49.50495147705078,95.7095718383789,0.3357645869255066,0.3138883709907532,8.37347412109375,8.311388969421387
Arizona,1978,4,552.0815632965166,9.388275276125743,44.18011894647408,335.59898045879356,2082.540356839422,464.44350042480886,0,22.177593231201172,11552.1474609375,38.34355926513672,82.82208251953125,0.3235695958137512,0.32011425495147705,8.102306365966797,8.347991943359375
Arizona,1979,4,592.9795918367347,8.938775510204081,45.714285714285715,362.61224489795916,1996.5714285714284,493.2653061224489,0,23.237882614135742,11720.3857421875,27.54821014404297,89.53167724609375,0.3126312494277954,0.32419049739837646,7.879981994628906,8.37725830078125
Arizona,1980,4,650.853644658879,10.274892030771644,45.187428393393574,401.7519611601716,2155.4071895518714,473.3079296755454,0,23.947343826293945,11509.708984375,42.47572708129883,106.7961196899414,0.3114582598209381,0.33792179822921753,7.641858100891113,8.4069976806640625
Arizona,1981,4,575.796634443251,8.127461510920158,38.095238095238095,351.9513068385249,2064.2678123881133,409.98925886143934,0,24.756906509399414,11641.3642578125,38.503849029541016,105.61055755615234,0.3069603443145752,0.3458908498287201,7.434055328369141,8.547027587890625
Arizona,1982,4,516.958041958042,8.251748251748252,38.46153846153846,311.6083916083916,1883.251748251748,369.8251748251748,0,25.459535598754883,11276.68359375,73.57512664794922,104.66321563720703,0.3013978600502014,0.3528881072998047,7.183269500732422,8.598939895629883
Arizona,1983,4,494.1613229834627,7.188660141748229,41.88322645966925,312.68984137698277,1668.5791427607157,357.036787040162,0,26.156085968017578,11676.70703125,68.2730941772461,109.43775177001953,0.29670602083206177,0.3579401671886444,6.955598831176758,8.606866836547852
Arizona,1984,4,516.0825417622011,7.795610874549624,43.1051424828038,334.06485424172945,1713.953488372093,384.5070422535211,0,27.021310806274414,12322.42578125,31.761308670043945,102.98363494873047,0.2919328212738037,0.3600417971611023,6.753742218017578,8.542604446411133
Arizona,1985,4,602.5101976780671,7.969877627863195,45.74835268277377,402.2591779102604,1869.6266080953876,385.5036084091622,0,28.046815872192383,12672.8623046875,29.739776611328125,95.72490692138672,0.2889549732208252,0.35947394371032715,6.614646911621094,8.407148361206055
Arizona,1986,4,658.2755501959602,9.255351220982815,42.960506481760625,436.8103708170033,1907.6876695809465,418.81217968043416,0,29.145627975463867,13079.3798828125,34.671531677246094,99.45255279541016,0.2838348150253296,0.3585870862007141,6.455837249755859,8.27839469909668
Arizona,1987,4,612.5812167749557,7.471943295924395,41.22858830478441,425.457767277023,1626.0779681039576,422.56349675132896,0,30.280712127685547,13112.67578125,35.21126937866211,100.35211181640625,0.28477486968040466,0.35233181715011597,6.397833347320557,8.043581008911133
Arizona,1988,4,610.1269474899019,8.482400461627236,38.805539526832085,425.7934218118869,1580.2942873629545,459.1459896133872,0,31.144790649414062,13172.443359375,28.740489959716797,111.58072662353516,0.2847098410129547,0.3461211919784546,6.331930160522461,7.806849002838135
Arizona,1989,4,599.5500562429696,6.664791901012374,36.164229471316084,417.6884139482565,1667.1541057367826,686.8953880764905,0,31.91127586364746,13129.8388671875,29.032258987426758,124.19355010986328,0.28700941801071167,0.33866333961486816,6.306365966796875,7.553929328918457
Arizona,1990,4,652.3741497118324,7.74849477304004,40.92514844915514,442.8101062198586,1669.9097573193262,863.4660654125745,0,32.253326416015625,12858.4541015625,33.66488265991211,141.54551696777344,0.29320022463798523,0.32902461290359497,6.310939788818359,7.285618782043457
Arizona,1991,4,670.72,7.760000000000001,42.4,454.82666666666665,1607.4933333333333,861.0933333333332,0,33.107364654541016,12667.4013671875,44.05286407470703,164.46401977539062,0.2979220151901245,0.33040133118629456,6.197649955749512,7.073209285736084
Arizona,1992,4,670.8246346555323,8.141962421711899,42.98016701461378,466.59707724425886,1411.6649269311065,821.5292275574113,0,34.03078079223633,12660.0146484375,61.29722213745117,193.8702850341797,0.29945701360702515,0.3256766200065613,6.176349639892578,6.841122627258301
Arizona,1993,4,714.989837398374,8.61280487804878,37.80487804878049,505.665650406504,1465.5487804878048,863.770325203252,0,35.1400260925293,12713.4951171875,51.2110710144043,200,0.3051292300224304,0.3131675124168396,6.224235534667969,6.579973220825195
Arizona,1994,4,703.1411042944785,10.45398773006135,35.95092024539878,494.7484662576687,1476.2453987730062,1066.6748466257668,0.46027398109436035,36.49666213989258,13080.296875,31.713899612426758,201.75437927246094,0.3105921745300293,0.31818699836730957,6.185997009277344,6.426572322845459
Arizona,1995,4,713.4898055950688,10.40777619724988,33.61782835467046,495.7088667614983,1416.83262209578,1157.6576576576576,1,37.898841857910156,13230.970703125,25.590551376342773,200.7873992919922,0.32224977016448975,0.3207405209541321,6.247846603393555,6.246731758117676
Arizona,1996,4,631.5040650406504,8.514001806684734,31.187895212285454,424.0289069557362,1256.323396567299,926.6937669376695,1,39.0023078918457,13485.6591796875,24.856595993041992,189.29254150390625,0.3327837288379669,0.3182315230369568,6.308473587036133,6.096800804138184
Arizona,1997,4,623.7321624588365,8.232711306256862,32.75521405049396,417.05817782656425,1318.9242590559822,970.384193194292,1,40.0573616027832,13851.0908203125,21.183799743652344,182.5545196533203,0.3385830223560333,0.32215142250061035,6.2932329177856445,6.046737194061279
Arizona,1998,4,577.9396016277576,8.053116298993361,31.077318483615336,373.5703576783037,1209.5309488113087,865.0888841293639,1,41.06992721557617,14553.3740234375,21.472393035888672,168.71165466308594,0.35324665904045105,0.31780844926834106,6.380615234375,5.928981781005859
Arizona,1999,4,551.1128150994949,8.036277094182656,28.943154222017224,361.61154143328673,1034.31490319216,800.4257552635521,1,42.04716110229492,14755.7021484375,22.809123992919922,166.26651000976562,0.36152783036231995,0.3146076798439026,6.465917587280273,5.837183475494385
Arizona,2000,4,531.7278651051176,6.997188650443064,30.736954043868277,347.73493791797966,1011.6102655579273,842.0794943001174,1,45.14688491821289,15268.873046875,21.486642837524414,162.02090454101562,0.30339670181274414,0.2964964509010315,6.320709228515625,6.524812698364258
Arizona,2001,4,540.327561925213,7.537263287535665,28.60391417619785,337.0852573768138,1033.0007767149818,983.6693884980608,1,46.40732955932617,15297.0078125,31.620553970336914,163.74929809570312,0.31066790223121643,0.30581340193748474,6.274171829223633,6.482762336730957
Arizona,2002,4,554.4992993176963,7.112499712835122,29.55271198511337,370.8056697833628,1085.9335155873098,1059.8543499735808,1,47.48779296875,15263.4794921875,51.69538497924805,188.43801879882812,0.3189619481563568,0.3105301856994629,6.253948211669922,6.438446998596191
Arizona,2003,4,513.2973737198483,7.904327879406842,33.266286948251924,335.56650013209725,1050.558662121708,1021.594050209868,1,48.49197006225586,15347.2822265625,50.543479919433594,204.3478240966797,0.32720160484313965,0.31449827551841736,6.2408037185668945,6.36208438873291
Arizona,2004,4,504.4008767432205,7.212695598635442,33.032055205344925,329.64109522169366,991.0487660105728,963.5394753094969,1,49.741939544677734,15923.76953125,33.35097885131836,210.6934814453125,0.33725473284721375,0.3283381760120392,6.209712028503418,6.3183913230896
Arizona,2005,4,511.97655235412964,7.475213786914748,33.69725585741794,326.692039838018,946.2108813243459,922.3069954394477,1,51.38468933105469,16499.232421875,25.601638793945312,216.0778350830078,0.3478289246559143,0.34108132123947144,6.158027648925781,6.250097274780273
Arizona,2006,4,542.5604063883828,8.643731964520805,39.715759063998966,340.28410471208264,963.5896170129404,918.7005924767423,1,53.05727767944336,17026.78515625,20.83333396911621,208.82936096191406,0.35729801654815674,0.3544120192527771,6.100438117980957,6.211199760437012
Arizona,2007,4,518.0039297937844,8.645230806364973,37.12085417404522,318.2012871612801,946.3688058617189,792.6477675821199,1,54.276451110839844,17093.015625,24.597042083740234,211.72747802734375,0.3703498840332031,0.370609313249588,6.056619644165039,6.133893966674805
Arizona,2008,4,485.63270555584614,7.107495484740422,33.84521659400201,293.7764800359374,901.6058016854918,593.6297148694345,1,55.26805877685547,16748.025390625,41.337093353271484,267.5299377441406,0.3834492266178131,0.38760507106781006,6.009143829345703,6.022439479827881
Arizona,2009,4,426.4546199098878,5.761261218919133,34.5524060997808,261.8341611861406,823.3751954659481,400.8170074856977,1,55.82063674926758,15642.9892578125,119.79285430908203,292.723388671875,0.3980354070663452,0.39899709820747375,5.944125175476074,5.902773380279541
Arizona,2010,4,413.64956235290003,6.361920289504796,34.1641356723162,264.70578145743485,794.1797161398487,338.8814060093327,1,56.270687103271484,15488.2236328125,135.7449493408203,346.2413330078125,0.3997173309326172,0.40376925468444824,5.895071983337402,5.801095008850098
Arizona,2011,4,414.2,6.1,38.6,259,845.7,306.2,1,56.65217208862305,15452.1806640625,153.87277221679688,359.19647216796875,0.39666876196861267,0.4065049886703491,5.89355993270874,5.807417392730713
Arizona,2012,4,428.6,5.5,34.8,275.6,807.7,289.8,1,57.6235466003418,15716.8369140625,149.0984344482422,411.9359130859375,0.3998037576675415,0.4116487205028534,5.8926262855529785,5.817111015319824
